Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh)
2023-10-01 00:00:00 -0400,0,0,0,0
2023-10-01 00:15:00 -0400,0,0,0,0
2023-10-01 00:30:00 -0400,0,0,0,0
2023-10-01 00:45:00 -0400,0,0,0,0
2023-10-01 01:00:00 -0400,0,0,0,0
2023-10-01 01:15:00 -0400,0,0,0,0
2023-10-01 01:30:00 -0400,0,0,0,0
2023-10-01 01:45:00 -0400,0,0,0,0
2023-10-01 02:00:00 -0400,0,0,0,0
2023-10-01 02:15:00 -0400,0,0,0,0
2023-10-01 02:30:00 -0400,0,0,0,0
2023-10-01 02:45:00 -0400,0,0,0,0
2023-10-01 03:00:00 -0400,0,0,0,0
2023-10-01 03:15:00 -0400,0,0,0,0
2023-10-01 03:30:00 -0400,0,0,0,0
2023-10-01 03:45:00 -0400,0,0,0,0
2023-10-01 04:00:00 -0400,0,0,0,0
2023-10-01 04:15:00 -0400,0,0,0,0
2023-10-01 04:30:00 -0400,0,0,0,0
2023-10-01 04:45:00 -0400,0,0,0,0
2023-10-01 05:00:00 -0400,0,0,0,0
2023-10-01 05:15:00 -0400,0,0,0,0
2023-10-01 05:30:00 -0400,0,0,0,0
2023-10-01 05:45:00 -0400,0,0,0,0
2023-10-01 06:00:00 -0400,0,0,0,0
2023-10-01 06:15:00 -0400,0,0,0,0
2023-10-01 06:30:00 -0400,0,0,0,0
2023-10-01 06:45:00 -0400,0,0,0,0
2023-10-01 07:00:00 -0400,0,0,0,0
2023-10-01 07:15:00 -0400,0,0,0,0
2023-10-01 07:30:00 -0400,6,8,0,2
2023-10-01 07:45:00 -0400,11,10,1,0
2023-10-01 08:00:00 -0400,17,21,0,4
2023-10-01 08:15:00 -0400,22,26,0,4
2023-10-01 08:30:00 -0400,28,31,0,3
2023-10-01 08:45:00 -0400,34,38,0,4
2023-10-01 09:00:00 -0400,66,66,0,0
2023-10-01 09:15:00 -0400,178,182,0,4
